GeneID	Name	49	50	51	SHAU	SHAU146	SHAU148	SHAU152	SHAU153	SHAU155	SHAU156	SHAU157	SHAU158	SHAU52	SHAU53	SHAU55	SHAU56	SHAU57	SHAU58	SHAU59	SHAU61	SHAU63	SHAU64	SHAU65	SHBX35	SHBX36	SHBX37	SHBX38	SHCE175	SHCE176	SHCE177	SHCE178	SHCE179	SHCE180	SHCE181	SHCE182	SHCE183	SHCE184	SHCE185	SHCE186	SHCE187	SHCE188	SHCE189	SHCE190	SHCE191	SHCE192	SHCE194	SHCE195	SHCE196	SHCE197	SHCE198
4478	MSN || Moesin	-1.068	1.293	0.089	0.757	-1.763	-1.399	0.586	0.878	-0.769	1.142	-1.394	-0.203	0.206	-0.33	-1.178	-0.833	-0.724	-0.663	-0.701	1.244	0.267	1.457	1.51	0.999	-0.651	0.518	0.036	-0.471	0.938	-0.861	1.37	1.121	-0.707	0.599	-0.137	0.346	1.306	0.939	-0.343	0.507	-0.01	0.017	-0.921	0.907	0.001	1.157	0.619	0.438	-0.807	-0.93
6427	"SFRS2 || Splicing factor, arginine/serine-rich 2"	-1.107	0.652	0.127	0.579	-0.41	0.846	0.834	0.744	0.8	0.936	-0.581	-0.528	0.117	-0.762	-1.04	-0.301	-0.634	-1.128	-0.879	0.243	0.821	0.77	1.475	0.608	-0.584	1.175	0.007	-0.293	-0.143	-0.934	1.005	1.179	-1.422	-0.566	-0.054	0.239	0.567	0.754	-0.59	0.469	-0.48	0.307	-0.756	0.919	-0.443	0.55	-0.351	0.192	-1.368	-0.4
5447	POR || P450 (cytochrome) oxidoreductase	2.147	-0.94	0.66	-1.735	4.015	3.282	-0.365	-3.277	4.227	-1.783	1.528	-0.157	0.913	-1.124	1.173	4.296	-0.378	-0.517	-1.723	-2.091	-1.822	-1.406	-1.576	1.603	3.846	-0.658	1.151	-2.234	-0.95	3.216	-1.556	0.281	2.166	2.646	3.092	0.322	-1.423	-0.795	2.803	-0.875	0.172	1.437	3.015	-0.76	0.989	0.758	1.015	-0.335	-0.04	-1.742
9159	PCSK7 || Proprotein convertase subtilisin/kexin type 7	-1.147	0.635	-0.254	0.262	-0.352	-0.964	0.377	-0.138	-0.769	0.438	-0.929	-0.62	-0.148	-0.192	-0.247	-0.283	-0.077	-0.038	-0.847	1.302	0.625	0.786	0.967	0.448	-0.997	0.273	-1.15	0.645	1.589	0.308	0.62	1.193	-0.85	0.615	-0.35	1.408	1.702	0.558	0.065	1.084	-0.405	-0.316	-1.373	-0.004	-0.341	1.381	0.673	1.688	0.259	-0.665
6627	SNRPA1 || Small nuclear ribonucleoprotein polypeptide A'	-0.989	1.175	0.622	-0.015	-1.473	0.063	1.671	0.679	0.643	1.324	-1.123	-1.393	-1.694	-1.124	-1.667	-1.295	-1.822	-1.049	-1.496	0.518	1.482	1.114	0.809	0.608	-1.25	0.396	-0.965	0.046	0.677	-1.022	1.462	1.874	-0.564	-0.519	0.006	0.418	0.681	1.24	-0.483	0.478	-1.216	0.291	-0.833	0.847	-1.524	0.965	-0.872	0.504	-1.087	-0.312
51491	HSPC111 || Hypothetical protein HSPC111	-0.239	1.714	1.003	-0.311	-1.743	-0.912	-0.023	-0.211	0.382	1.918	-0.484	-0.899	-2.445	-1.176	-2.109	-1.259	-1.446	-2.937	-2.08	-0.012	1.178	1.588	0.283	0.857	-0.837	-0.139	-1.322	-1.021	1.992	-0.583	3.108	1.382	0.853	0.615	0.16	1.098	0.64	1.02	-0.547	0.611	0.567	0.905	-0.615	1.231	-0.707	2.658	-0.711	0.899	-0.246	-0.665
9881	LBA1 || Lupus brain antigen 1	0.084	-2.091	-1.199	-1.845	2.458	0.522	-0.795	-1.147	0.078	-1.271	2	0.158	0.436	0.402	1.103	1.108	0.997	0.029	0.295	-0.73	-2.19	-2.856	-1.674	-1.287	0.592	-0.744	0.485	-0.902	-0.125	0.256	-1.091	-0.263	0.208	1.141	1.909	-1.033	-1.148	-0.813	0.992	-0.474	-0.828	-0.786	0.814	-0.707	0.993	-1.296	0.285	-1.726	0.248	0.437
3949	LDLR || Low density lipoprotein receptor (familial hypercholesterolemia)	0.648	-0.31	0.755	-0.173	0.208	0.689	-0.479	-0.973	-0.22	-1.509	0.329	-0.141	1.377	0.879	-0.934	0.214	-0.935	-0.823	0.386	-0.953	-0.733	-0.965	-1.068	0.803	2.768	-0.17	0.822	-0.488	0.157	0.674	-0.203	-0.182	1.36	1.355	0.587	-0.024	-0.923	-0.587	1.364	-0.231	1.25	0.299	1.483	0.283	1.497	0.215	1.913	-1.272	2.372	-0.63
6439	"SFTPB || Surfactant, pulmonary-associated protein B"	0.175	-1.456	0.051	-1.517	0.363	-0.059	-0.594	-1.662	-1.449	-2.788	-0.058	0.43	0.824	0.188	-0.674	0.338	-0.875	-1.807	-0.084	-1.248	-1.769	-2.012	-1.717	-0.192	1.385	0.442	0.536	-0.779	-1.119	0.732	-2.324	-0.486	0.437	0.93	0.694	1.313	-0.506	-0.506	1.16	-0.402	1.133	-0.615	0.832	0.535	1.211	0.822	1.697	0.241	2.372	0.942
2628	GATM || Glycine amidinotransferase (L-arginine:glycine amidinotransferase)	1.299	-1.743	-0.73	-0.845	0.865	1.055	-0.822	-1.825	-0.795	-0.8	0.967	1.002	3.056	0.758	-1.117	2.734	-0.077	-0.823	0.581	-1.149	-1.304	-1.505	-0.927	0.004	3.7	0.518	1.494	-0.261	-1.302	0.045	-1.592	-1.427	1.542	2	0.931	0.072	-0.6	-1.801	1.192	-0.222	1.976	-0.424	2.475	-0.1	2.384	-0.168	1.374	-0.598	2.185	1.153
4494	MT1F || Metallothionein 1F	-0.989	1.006	0.203	0.579	-2.768	-2.061	-0.308	0.896	0.565	-0.229	-1.065	-1.022	-2.688	0.067	-2.476	-2.537	-1.717	-2.778	-0.993	1.44	0.928	1.065	0.686	-0.068	-0.092	0.808	0.808	0.418	0.508	-0.305	1.791	1.468	-0.122	1.292	1.24	0.418	1.66	1.425	0.763	-0.345	-2.06	-0.183	-0.248	0.355	1.285	-1.206	-2.687	-0.318	-3.2	-0.771
2013	EMP2 || Epithelial membrane protein 2	1.24	0.82	-1.454	0.144	-0.932	-0.251	0.815	0.751	0.016	1.004	0.716	0.013	1.399	-1.746	-1.834	0.019	-1.747	-1.222	-0.506	0.635	1.125	0.508	0.598	1.514	1.172	1.053	0.637	-0.455	-0.625	-1.533	0.84	0.759	0.359	-0.219	0.017	0.012	0.588	0.512	-0.225	0.847	-0.64	0.357	0.292	0.056	-0.563	-0.408	-2.687	-0.746	-2.489	-1.071
3476	IGBP1 || Immunoglobulin (CD79A) binding protein 1	1.437	-0.681	0.203	-0.272	0.46	0.028	-0.879	-1.499	-0.978	-1.326	-0.194	0.631	0.979	1.327	0.883	1.563	1.292	1.146	0.889	-1.424	-0.679	-0.163	-0.875	-0.85	0.507	-0.506	0.393	-0.455	-0.937	0.396	-1.172	-0.544	0.788	0.442	0.682	-0.537	-0.329	-0.829	1.342	0.327	0.417	-0.814	0.887	-0.413	0.019	-0.919	0.404	-0.861	0.857	0.023
84886	C1orf198 || Chromosome 1 open reading frame 198	-0.072	-2.3755	-2.5585	-2.407	-0.043	-0.7815	-1.2785	-1.544	-0.377	-1.7825	1.7215	-0.072	0.427	-1.211	-0.735	0.9415	-1.1755	-0.9225	0.167	-2.3165	-1.7685	-2.241	-2.032	-1.072	1.378	-0.513	1.6585	0.184	0.7685	2.04	-2.26	0.6505	0.944	1.103	0.5695	1.175	0.0825	0.5175	1.428	-0.4775	0.7165	-1.5945	0.782	-1.761	0.749	0.766	2.5155	1.2275	2.2035	1.189
1649	DDIT3 || DNA-damage-inducible transcript 3	0.175	-0.731	0.089	-0.074	-0.565	-0.721	-0.727	0.007	-0.874	-1.143	0.116	-3.788	0.471	1.897	0.944	-0.585	0.826	0.348	-0.133	0.165	-1.161	-0.048	-0.245	1.123	0.347	0.136	-0.25	-0.504	-0.807	2.836	-1.172	-0.848	0.71	0.032	0.124	1.026	0.056	-0.691	0.784	-0.563	-0.426	-0.523	-0.226	-0.004	1.118	0.135	1.967	0.34	3.138	1.648
8991	SELENBP1 || Selenium binding protein 1	1.299	0.213	2.127	0.223	0.885	1.89	-0.651	-3.222	1.297	-2.582	0.987	0.523	-0.612	0.395	1.555	1.048	2.21	1.372	-3.54	-1.267	-1.715	-1.145	-1.699	-0.334	0.267	-0.276	-0.007	-3.965	-3.007	-3.71	0.383	0.889	0.385	0.851	2.605	-0.465	-0.266	-0.968	0.591	0.232	1.475	-0.174	0.755	-0.244	0.85	-1.142	-2.148	-2.325	-1.424	-3.455
6480	"ST6GAL1 || ST6 beta-galactosamide alpha-2,6-sialyltranferase 1"	1.555	-0.748	-0.902	-0.825	1.774	0.15	0.548	-0.573	-0.324	0.365	0.309	0.647	1.443	0.171	0.074	0.516	-0.498	-0.171	-0.133	-1.091	0.107	-1.308	-1.103	0.803	1.664	0.472	0.98	-0.876	0.573	0.206	-0.568	-0.211	0.164	0.332	0.101	-0.06	-0.662	-0.425	0.677	-0.582	1.122	-0.083	1.008	-0.328	0.73	-0.663	-0.315	-0.318	1.25	0.942
79974	C7orf58 || Chromosome 7 open reading frame 58	1.91	-0.242	1.727	0.262	2.411	1.577	-0.327	0.497	0.983	-1.691	2.689	-3.046	3.033	0.809	1.021	3.373	-0.107	0.441	1.213	1.773	-0.197	0.819	1.791	-0.014	1.957	0.533	2.495	-2.59	-1.367	-0.715	-2.361	-0.283	-0.46	-0.77	0.314	-1.122	-0.641	0.107	0.666	-1.641	-0.069	-0.332	1.306	0.279	0.793	-1.286	-1.196	-1.782	-1.891	-0.771
22841	RAB11FIP2 || RAB11 family interacting protein 2 (class I)	0.052	-1.359	-1.972	-1.126	0.668	0.233	-0.464	-0.686	0.115	-0.645	0.557	-0.84	0.798	-0.817	-0.891	0.867	-1.269	-0.705	-0.591	-1.193	-0.308	-0.526	0.332	-0.782	0.384	0.423	-0.021	-1.704	-0.367	0.978	-1.23	-0.112	0.057	0.155	0.537	0.535	-0.008	-0.705	0.333	0.732	2.113	0.015	1.017	-0.043	0.959	0.515	2.467	0.55	2.686	0.106
55276	PGM2 || Phosphoglucomutase 2	-2.093	1.697	0.165	1.033	-1.086	-0.86	0.719	1.168	-0.089	0.936	-1.065	-0.945	-1.495	-0.952	-0.934	-1.952	-1.446	-1.235	-1.042	1.067	0.821	1.245	0.984	0.963	-0.398	0.105	-0.993	0.159	0.821	-0.729	0.127	1.28	-1.37	-0.519	-2.997	0.847	1.192	0.292	-0.923	0.677	-1.74	0.382	-0.469	1.734	-0.249	0.534	-0.279	-0.039	-1.274	-0.824
4830	"NME1 || Non-metastatic cells 1, protein (NM23A) expressed in"	-1.975	1.023	1.231	0.223	-2.226	-1.104	0.434	0.479	-0.246	1.004	-2.555	-2.011	-1.517	-1.297	-2.201	-1.916	-2.53	-2.671	-1.966	0.204	0.964	1.801	0.546	0.626	-1.675	0.136	-1.293	-1.199	0.795	-0.642	1.279	1.063	0.736	-0.172	-1.015	1.265	1.358	0.754	-0.676	0.696	-0.415	1.221	-0.546	1.039	0.019	1.013	0.044	0.241	-0.564	-0.683
10534	SSSCA1 || Sjogren syndrome/scleroderma autoantigen 1	-1.935	0.567	-0.426	0.361	-1.685	-0.581	0.358	0.896	0.539	0.89	-0.02	-0.698	0.537	-1.539	-1.972	-0.123	-1.206	-2.192	-0.993	1.028	0	1.065	0.791	1.194	-0.398	0.625	-0.15	0.176	0.534	-0.495	1.096	1.251	-0.902	-0.078	-0.101	0.704	1.244	0.754	-0.075	0.526	-0.362	0.174	-0.623	0.823	0.315	1.508	0.44	1.392	-0.358	-0.63
4047	"LSS || Lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)"	2.2975	-1.656	0.4915	-1.593	1.883	1.51	-0.5715	-2.566	1.053	-0.9225	3.1665	1.0045	3.059	0.225	-1.2445	1.938	-0.413	-1.9045	0.705	-1.5975	-1.5785	-1.8705	-1.9245	0.515	3.3755	-0.2435	2.0895	-0.616	-1.018	-0.2595	-1.0065	-0.3555	1.778	2.286	1.117	-0.0995	0.048	-1.6255	1.462	-0.1355	2.229	-0.331	2.6915	0.759	2.7455	-0.597	0.762	-1.187	1.851	0.5205
25840	METTL7A || Methyltransferase like 7A	4.269	-1.008	-0.471	-0.438	2.732	2.423	-0.202	-1.96	0.397	-1.449	3.514	0.996	3.135	-1.667	-0.024	3.224	-0.414	-0.522	1.353	-0.647	-1.883	-1.609	-1.25	0.475	3.947	0.267	1.589	-1.48	-3.872	-2.255	0.028	-1.317	0.77	1.474	2.505	-0.375	-0.5	-1.007	2.594	-0.055	-0.268	-0.261	3.794	0.355	2.935	-2.219	-0.213	4.198	-2.628	0.546
9442	MED27 || Mediator complex subunit 27	-0.062	1.259	1.155	0.559	-1.434	-1.243	-0.137	0.261	0.303	0.753	-0.658	-0.744	-1.053	-0.123	-0.46	-0.94	-0.453	-0.291	-0.815	0.577	0.591	0.934	0.668	-0.192	-0.877	-0.567	-0.807	0.176	0.703	0.235	1.133	0.542	0.138	0.064	-0.042	0.442	0.192	0.419	-0.096	0.052	-0.853	-0.349	-1.847	0.463	-0.35	1.173	0.601	0.619	0.353	-0.1
23529	CLCF1 || Cardiotrophin-like cytokine factor 1	-1.048	1.175	0.108	-0.034	0.112	0.028	0.529	-0.047	0.931	0.296	0	-0.095	-1.23	-0.399	0.532	-0.603	0.69	-0.825	-1.204	-0.13	1.268	0.001	0.37	1.07	0.374	0.014	-1.222	0.176	0.703	-0.773	-0.294	1.063	-1.058	-1.605	-1.276	0.358	0.588	0.743	-0.955	0.384	-0.672	0.133	-0.844	0.247	-0.327	0.63	-0.783	0.504	-0.713	-1.795
9415	FADS2 || Fatty acid desaturase 2	3.7235	0.2125	2.849	1.052	1.1835	2.0805	-2.821	-2.062	-1.2155	-2.104	1.7695	2.647	3.386	1.81	0.0045	2.014	1.231	-0.909	1.407	-1.631	-1.448	-0.3105	-0.9545	-1.419	3.014	-0.033	1.3435	-0.9355	-1.9795	1.155	-2.334	-1.493	1.743	1.842	-0.0485	-2.709	-2.314	-2.235	1.9325	-0.88	1.9225	-1.2545	1.402	-0.077	2.065	-1.0075	1.0675	-1.4455	1.7725	-0.3835
7169	TPM2 || Tropomyosin 2 (beta)	-0.851	0.888	0.831	-0.291	-2.864	-1.852	-0.308	0.297	-1.737	0.228	-1.316	-1.254	-1.827	-0.382	-0.292	-2.963	-0.333	-0.583	-0.847	-0.738	0.142	-0.163	-0.594	0.245	-0.225	1.267	-0.622	0.984	1.133	0.06	1.187	2.815	-0.096	0.835	0.077	1.969	1.39	1.818	0.773	1.046	0.556	-0.208	-0.855	1.159	0.065	1.812	1.823	2.461	1.717	-0.047
54625	"PARP14 || Poly (ADP-ribose) polymerase family, member 14"	0.49	-2.418	-0.997	-1.142	3.358	1.107	-1.126	-1.227	-0.22	-3.131	3.831	0.539	1.31	0.378	1.097	1.332	0.57	0.393	1.879	-0.934	-1.911	-1.734	-0.524	-0.921	1.558	1.862	1.566	-4.531	-0.252	-0.247	-1.336	-1.528	0.359	0.284	0.73	0.024	-1.423	-2.436	0.258	-1.66	0.58	-0.889	0.4	0.188	0.758	-1.909	-0.154	-2.012	0.353	1.136
5805	PTS || 6-pyruvoyltetrahydropterin synthase	-1.265	1.815	1.003	0.697	-3.251	-1.939	0.168	0.368	-0.769	0.182	-0.813	-0.929	-0.258	-0.278	-0.353	-1.011	-1.356	-0.995	-0.669	0.675	-0.036	1.441	0.528	0.786	-0.556	0.391	-0.178	0.046	0.521	0.323	0.73	1.208	-0.551	0.206	-0.196	1.265	1.035	0.616	0.258	0.213	-0.672	0.108	-0.712	0.637	0.135	1.045	0.583	1.59	1.68	-0.33
8313	"AXIN2 || Axin 2 (conductin, axil)"	1.91	0.114	-1.34	-2.684	1.677	1.803	0.738	-1.154	2.736	0.616	2.631	1.574	1.62	-1.798	-0.46	1.616	-0.092	-0.41	2.382	-1.601	-2.072	-2.912	-2.225	0.981	1.518	0.38	1.308	-0.39	-0.377	0.367	-1.355	-3.077	-0.343	0.662	1.24	0.012	-1.308	-2.367	1.321	0.232	0.503	-0.648	1.405	-0.38	0.749	-2.069	-1.681	-0.68	-1.087	1.877
120	ADD3 || Adducin 3 (gamma)	-0.476	-1.052	-0.654	-0.766	1.928	1.35	0.263	-0.973	-0.351	-2.674	0.735	0.06	0.14	2.018	1.341	2.184	1.819	1.651	1.003	-1.189	-2.054	-0.932	-1.068	-1.898	0.001	0.64	1.394	-1.199	-0.26	2.018	-1.062	0.166	0.268	0.725	2.273	-0.489	-0.704	0.003	1.826	-0.383	0.535	-0.473	1.13	-0.316	0.934	-0.057	0.332	-0.844	-0.264	1.224
4233	MET || Met proto-oncogene (hepatocyte growth factor receptor)	-2.961	-2.148	-3.835	-0.667	-1.222	0.759	1.994	3.491	-1.005	2.192	-2.69	-2.135	0.758	-3.283	-3.636	-1.614	-2.921	-2.552	1.165	1.302	2.196	0.345	1.212	1.887	-1.915	1.557	-0.135	1.421	1.159	-1.285	2.431	2.598	-1.253	0.741	-0.659	0.191	3.025	1.829	0.355	0.724	-1.708	0.257	-1.417	1.231	-0.655	2.594	0.655	2.132	-0.339	-0.983
4603	MYBL1 || V-myb myeloblastosis viral oncogene homolog (avian)-like 1	-3.986	2.17	1.155	3.307	-0.796	0.15	2.451	2.638	-0.403	3.723	0.619	-2.227	-0.435	-1.245	-3.392	-2.732	-2.545	-3.336	-2.843	2.656	3.643	2.554	3.194	1.354	-3.006	1.694	0.451	-0.643	-0.429	-3.009	-0.129	2.178	-1.734	-0.723	-0.944	-0.501	1.546	2.223	-1.825	0.999	-0.84	-0.274	-1.546	1.83	-0.477	0.902	-0.118	1.244	-0.246	-1.42
92609	TIMM50 || Translocase of inner mitochondrial membrane 50 homolog (S. cerevisiae)	-1.127	1.006	0.393	0.44	-1.821	-0.564	0.434	-0.719	0.329	1.461	-1.355	-0.188	-1.76	-0.969	-1.102	-0.975	-1.16	-1.115	-1.642	-0.09	0.732	0.525	0.037	0.75	-0.398	0.029	-1.165	0.634	0.222	-0.101	1.718	0.716	0.294	-0.345	0.017	0.811	1.202	0.72	-0.333	1.368	0.118	0.739	1.119	1.243	0.287	1.317	-0.639	1.03	-0.507	-0.7
11340	EXOSC8 || Exosome component 8	-1.344	1.242	0.051	1.093	-1.376	-0.581	0.91	1.441	-0.56	0.502	-1.723	-1.285	-0.766	-0.382	-0.552	-1.153	-0.98	-1.009	-1.366	1.557	1.018	1.49	1.405	0.839	-0.97	0.548	-0.593	0.365	0.352	-0.203	1.736	0.935	-0.252	0.048	0.006	0.298	1.504	0.708	-0.419	0.494	-0.219	0.456	-0.158	0.967	0.102	-0.232	0.242	-0.088	-0.881	-0.277
1026	"CDKN1A || Cyclin-dependent kinase inhibitor 1A (p21, Cip1)"	0.352	-0.917	0.489	-1.675	0.092	0.15	-1.107	-1.989	-1.658	-3.199	-0.794	0.106	0.316	-0.486	-0.735	0.036	-0.95	-2.006	0.5	-2.013	-2.036	-2.192	-1.594	0.181	1.198	-0.261	0.608	-0.083	-1.263	1.258	-2.708	-0.023	0.606	1.245	0.552	0.811	-0.725	-0.899	1.106	-0.373	0.909	-0.54	1.196	0.547	1.238	1.572	1.913	0.373	2.073	0.8
1185	CLCN6 || Chloride channel 6	1.457	-0.95	-0.14	-1.023	1.677	1.768	-0.434	-1.063	1.219	-1.28	1.025	0.894	1.31	1.535	0.364	1.811	0.766	0.494	0.029	-1.856	-0.929	-1.095	-1.103	-1.436	0.706	-0.368	-0.264	-1.07	-0.312	0.586	-1.336	-0.5	0.554	0.646	0.896	-0.143	-1.058	-1.027	1.085	-0.894	1.314	-0.772	0.578	-0.208	0.592	-0.344	-0.028	-1.157	0.801	-1.283
2152	"F3 || Coagulation factor III (thromboplastin, tissue factor)"	-3.375	1.95	4.85	1.33	-3.927	-1.904	2.946	-1.372	-0.848	-0.252	-2.806	-2.506	-2.224	-1.401	1.815	-3.673	0.194	0.853	-3.702	2.283	2.25	0.263	-0.033	1.532	-1.356	3.115	-1.479	-0.423	1.758	-0.744	0.474	0.716	0.32	-0.424	-1.668	1.408	1.65	0.257	-0.096	1.169	-0.477	0.581	-0.789	1.962	-0.193	-0.743	-0.89	0.997	-3.406	-1.866
3638	INSIG1 || Insulin induced gene 1	1.6635	-1.541	-0.4635	-0.0045	1.716	1.881	-0.156	0.3065	0.395	-0.926	1.712	0.2915	3.873	0.421	-2.6895	2.1395	-1.5175	-4.2075	1.854	-2.0025	-0.331	-0.3185	-1.471	0.5545	3.048	1.2665	2.838	-0.051	-1.998	-0.722	-3.3205	-2.8305	0.9635	1.158	-0.6825	-0.537	-2.1985	-4.893	1.294	-1.0925	1.507	-0.1205	2.1	0.158	2.2035	-0.9585	1.94	-0.022	3.587	0.606
6626	SNRPA || Small nuclear ribonucleoprotein polypeptide A	-0.673	1.107	1.403	0.163	-1.144	-0.494	0.948	0.025	0.853	0.89	-0.871	-0.002	-1.451	-0.814	-1.499	-2.182	-1.01	-1.182	-0.766	-0.267	0.017	0.426	-0.647	1.514	-0.318	0.136	-0.893	0.564	-0.338	-0.539	1.242	1.295	-1.032	-0.204	0.089	0.43	0.483	0.581	-0.397	0.516	-0.8	0.365	-0.634	0.931	-1.145	1.524	-0.154	1.063	-0.358	0.43
2159	F10 || Coagulation factor X	4.119	-0.495	-0.921	-0.153	2.411	1.002	-1.26	-3.222	0.8	0.845	2.225	2.346	1.156	-0.002	-0.033	2.131	1.036	-0.091	-0.733	0.714	0.142	-0.883	0.405	-0.494	2.449	-0.643	0.393	-1.102	-1.08	0.031	-0.331	0.05	1.126	1.402	1.952	-1.348	-1.089	-0.567	0.864	1.037	-0.485	0.158	1.273	-0.7	0.028	-2.883	-3.28	-2.703	-2.209	-1.795
10799	RPP40 || Ribonuclease P/MRP 40kDa subunit	-1.127	0.736	-0.997	0.163	-0.758	-0.877	1.233	0.896	0.408	0.845	-1.471	0.013	-0.855	-0.935	-2.094	-1.526	-1.461	-1.488	-0.896	1.263	0.91	0.361	0.686	0.626	-1.077	0.38	-1.108	-0.39	0.203	-0.159	0.858	0.831	-0.46	-0.723	-0.279	0.764	0.525	0.603	-0.955	0.573	-0.063	0.781	-0.061	1.072	-0.247	0.774	-0.279	0.997	-0.489	-0.983
11142	"PKIG || Protein kinase (cAMP-dependent, catalytic) inhibitor gamma"	1.496	-2.013	-1.092	-2.367	1.658	0.324	-1.412	-2.043	1.663	-0.184	2.322	0.678	0.714	-0.365	0.257	1.634	0.826	-0.091	0.143	-1.875	-2.108	-2.405	-2.892	0.27	2.037	0.38	0.922	-0.924	-2.005	-0.656	-0.184	-0.674	0.268	1.323	0.314	-0.668	-0.329	-1.222	2.03	-0.118	1.475	-0.166	1.185	-0.652	1.165	-1.047	-1.268	-1.601	0.128	-0.03
387103	C6orf173 || Chromosome 6 open reading frame 173	-2.823	1.225	1.079	1.152	-1.743	-1.939	1.804	1.477	2.291	0.707	-1.123	-1.826	-1.053	-2.644	-2.751	0.036	-3.478	-2.458	-1.18	2.891	2.018	2.146	2.019	1.834	-1.902	-0.017	-2.194	-0.52	-0.026	-2.527	2.907	1.917	-1.513	-1.967	-0.22	0.537	1.723	1.136	-3.457	0.961	-0.899	0.731	-1.15	2.106	0.56	1.908	-2.993	0.619	-3.2	-3.296
4017	LOXL2 || Lysyl oxidase-like 2	-1.442	1.917	1.46	0.737	-5.106	-3.401	-0.441	3.11	-2.6	1.416	-0.407	-2.135	-3.152	-1.66	0.318	-4.791	-0.303	-0.237	-2.761	0.341	1.018	0.688	2.019	0.146	-2.301	1.282	-1.193	2.246	2.93	2.793	-0.422	1.743	-0.967	-1.416	-3.045	2.637	1.088	0.234	-2.577	0.232	-1.376	0.125	-4.56	1.039	-0.785	3.632	3.566	3.629	4.391	0.165
201254	STRA13 || Stimulated by retinoic acid 13 homolog (mouse)	-0.535	1.714	1.212	-0.153	-1.26	-0.373	0.681	1.096	1.376	2.604	-0.484	0.541	-1.318	-1.263	-0.689	-1.117	-0.769	-1.408	-1.966	1.479	1.375	0.77	1.317	1.834	-1.17	0.121	-1.779	0.612	0.183	-0.627	2.047	1.439	-1.214	-0.503	-0.101	0.811	0.896	0.928	-0.719	0.573	-3.907	0.623	-1.814	1.53	-0.757	1.093	-1.627	0.849	-1.536	-1.212
4240	MFGE8 || Milk fat globule-EGF factor 8 protein	0.628	-0.731	-0.284	-0.627	-1.338	0.15	-1.393	-1.227	-2.103	-2.856	-0.407	0.477	-0.214	1.414	1.051	0.054	1.217	-0.463	-0.01	-1.797	-1.697	-1.259	-2.12	-0.583	0.453	0.197	0.322	0.305	0.157	1.185	-1.19	0.238	0.437	1.26	1.133	0.048	-0.305	-0.159	1.375	-0.364	0.716	-0.814	0.601	-1.107	0.416	0.694	1.266	0.06	1.287	2.001
4605	MYBL2 || V-myb myeloblastosis viral oncogene homolog (avian)-like 2	-1.068	3.418	1.365	2.437	-0.545	0.759	1.195	2.257	2.684	3.746	0.038	-0.203	0.029	-0.848	-0.964	-0.319	-0.92	-1.022	-0.863	4.029	2.036	2.15	3.422	1.621	-3.059	-1.697	-3.695	0.547	-0.039	-2.497	1.608	1.512	-1.669	-2.25	-1.766	-0.155	1.129	0.858	-2.609	1.055	0.029	0.473	-3.964	0.595	0.065	2.674	-3.388	1.211	-2.882	-2.078
389	"RHOC || Ras homolog gene family, member C"	-0.772	0.466	0.717	-0.529	-1.937	-0.129	0.072	-0.301	0.173	0.502	-1.2	-0.574	-1.009	-1.142	-1.056	-0.993	-1.206	-0.823	-0.571	-0.365	0.589	-0.163	-0.401	1.123	-0.132	0.625	-0.536	0.628	0.521	0.644	1.425	1.468	-0.317	0.599	0.101	0.716	1.025	0.882	0.284	1.008	0.321	0.59	-0.271	1.183	0.195	1.796	0.44	1.162	-0.115	-0.771
3988	"LIPA || Lipase A, lysosomal acid, cholesterol esterase (Wolman disease)"	0.352	-3.16	-2.006	-2.328	0.807	0.933	1.005	-0.864	0.068	-2.24	1.141	0.307	1.774	-1.487	-1.85	1.527	-2.635	-2.565	0.564	-1.267	-1.358	-3.01	-2.295	-1.027	1.465	1.389	0.808	-0.051	0.716	0.601	-1.483	1.164	-0.091	1.355	-0.054	-0.382	0.494	0.223	0.741	-0.203	0.759	-0.714	1.527	-0.412	0.472	-0.504	2.848	-1.091	1.325	0.465
51310	"SLC22A17 || Solute carrier family 22, member 17"	1.102	0.551	0.546	1.014	-0.97	-0.477	-0.822	0.098	-2.103	-0.869	-1.49	0.539	-0.346	1.31	1.173	-0.656	0.961	0.76	1.003	-1.718	-0.876	0.197	-1.436	0.252	1.238	-0.231	0.579	-0.089	0.964	1.346	-1.995	-0.023	-0.655	-0.833	0.908	0.406	-1.798	-0.806	0.333	-0.865	0.353	-0.499	0.27	0.152	0.259	1.157	1.122	1.228	2.11	1.63
6632	SNRPD1 || Small nuclear ribonucleoprotein D1 polypeptide 16kDa	-1.679	1.023	0.051	1.112	0.035	1.211	1.404	1.477	0.748	0.753	1.083	-0.914	-0.803	-0.52	-1.224	-0.78	-0.574	-1.235	-0.977	1.361	1.178	1.294	1.843	0.43	-1.25	-0.674	-1.608	-0.633	-0.104	-1.387	0.986	1.15	-1.292	-0.975	-0.861	0.31	0.64	0.858	-0.816	0.232	-0.843	0.39	-0.976	0.871	-0.655	0.822	-0.783	0.109	-1.311	-1.513
