CLID	NAME	Ca6687 || Present	Ca7367 || Present	Ca9079 || Present	Ca7845 || Present	Ca7722 || Present	Ca7589 || Present	Ca7102 || Present	Ca7811 || Present	Ca11460 || Present	Ca7422 || Present	Ca7493 || Present	Ca8196 || Present	Ca9298 || Present	Ca7732 || Present	Ca7246 || Present	Ca6537 || Present	Ca6388 || Present	Ca8610 || Present	Ca7921 || Present	Ca6257 || Present	Ca8212 || Present	Ca6716 || Present	Ca6014 || Present	Ca7549 || Present	Ca8560 || Present	Ca6144 || Present	Ca7604 || Present	Ca10289 || Present	Ca7357 || Present	Ca8401 || Present	Ca11620 || Present	Ca11442 || Absent	Ca7244 || Absent	Ca11829 || Absent	Ca9909 || Absent	Ca7495 || Absent	Ca7461 || Absent	Ca6125 || Absent	Ca8237 || Absent	Ca10960 || Absent	Ca6042 || Absent	Ca7106 || Absent	Ca7982 || Absent	Ca7214 || Absent	Ca6474 || Absent	Ca6464 || Absent	Ca6188 || Absent	Ca8333 || Absent	Ca6061 || Absent	Ca6366 || Absent	Ca7408 || Absent	Ca6617 || Absent	Ca9126 || Absent	Ca8582 || Absent	Ca9174 || Absent	Ca8174 || Absent	Ca11205 || Absent	Ca10109 || Absent	Ca9539 || Absent	Ca6318 || Absent	Ca9795 || Absent	Ca6146 || Absent	Ca6012 || Absent	Ca13351 || Absent	Ca6206 || Absent	Ca6219 || Absent	Ca10419 || Absent	Ca10481 || Absent	Ca11379 || Absent	Ca6165 || Absent	Ca11570 || Absent	Ca11968 || Absent	Ca10591 || Absent	Ca7609 || Absent	Ca6110 || Absent	Ca9159 || Absent	Ca6021 || Absent	Ca8173 || Absent	Ca9765 || Absent	Ca7366 || Absent	Ca7151 || Absent	Ca10335 || Absent
54503	ZDHHC13	-0.2441	0.4453	0.006544	1.114	-0.309	0.5181	0.2105	-0.3124	0.2298	1.695	0.3951	0.5296	0.445	0.3871	0.126	0.5819	0.8375	1.148	0.892	0.308	0.3366	1.055	0.7166	1.041	0.09525	0.8208	1.271	0.2674	0.3889	0.7674	-0.4121	0.008134	0.1378	0.2353	0.8035	-0.1972	-0.1662	0.5444	-0.2975	-0.4017	-2.078	0.7517	0.3811	-0.2978	0.1272	-0.4772	0.1683	-0.817	-0.3249	-0.3307	-0.9153	-0.8429	-0.4288	-0.7435	-0.5789	-0.08421	-0.6077	-0.5111	-0.02826	-0.4759	-0.9539	-0.1111	-9.90E-09	-0.479	-0.1916	-0.5054	-0.3444	-0.2577	-0.2574	0.03824	0.1751	-0.7724	-1.992	-0.94	0.8533	0.5011	-0.4964	-0.3927	-0.9045	-0.1865	0.05686	-0.3786
64789	C1orf176	0.6143	0.16206	0.04913	0.3598	0.1888	-0.3009	-0.2819	0.4855	0.7566	0.5645	0.3515	0.4741	1.125	0.5334	0.4596	1.452	1.222	0.9972	1.337	1.095	0.1366	0.7199	0.6725	0.09626	1.036	0.2545	1.099	0.3068	0.4237	0.001368	0.1243	0.4979	0.1389	-0.006071	-0.4067	0.06179	0.1457	-0.01861	-0.4276	-0.1929	-0.1515	-0.04306	0.2557	-0.6612	-0.1806	-0.3665	-1.03E-08	-0.05365	-0.4412	0.525	0.1006	-0.4124	0.2032	-0.264	-0.2195	0.0962	-0.2448	-0.05378	0.02377	0.1088	-0.1871	-0.5389	-0.03296	-0.2867	-0.3055	0.2553	-0.1973	0.316	-0.0615	-1.081	-0.3161	-0.4873	0.3219	-0.086002	-0.0464	-0.8073	-0.2536	-0.442	-0.1057	-0.4484	-0.1998	-0.4014
7444	VRK2	0.2103	-0.0613	0.1738	-0.0715	-0.2652	0.3988	0.4634	0.4931	0.2051	0.8516	0.9252	0.7517	0.1778	1.055	0.5693	0.3546	0.5952	0.5051	0.9718	0.8537	0.601	0.7414	1.177	0.6841	0.7715	1.375	0.8257	5.91E-09	1.565	0.2352	-0.2522	1.914	0.3941	-0.0835	0.1104	0.6221	-0.0931	0.7016	-0.2357	-0.1655	-0.8525	-0.1008	0.0784	-0.6446	-0.3647	-0.2248	-0.1732	-0.0523	1.382	-0.0462	-0.3846	-0.1619	-0.074	-0.2197	-0.0109	-0.256	-0.5398	0.0161	-0.5009	-0.3807	-0.2374	0.1852	-0.0118	-0.2037	0.1931	-0.366	-0.1107	-0.0327	-0.0992	-0.0354	-0.2808	-0.7048	0.1677	-0.4407	0.3747	-0.2192	-0.1382	0.1399	-0.2669	-0.3614	-0.1085	0.2658
5718	PSMD12	-0.156	1.442	0.5811	1.086	0.4217	0.5372	0.3903	-0.0568	0.5688	1.309	0.4915	1.074	0.7829	-0.1301	1.585	0.3991	0.1489	0.9449	1.084	0.8645	0.9228	0.6104	0.8481	-0.0305	0.0884	-0.1171	0.4535	1.029	0.4693	-0.1076	0.2232	0.0998	0.2945	-0.1091	0.2528	0.0864	-0.4243	0.4253	0.2249	-0.5296	-0.3288	0.022	-0.0873	-0.4881	-0.3613	-0.322	-0.5439	-0.5268	-0.4384	0.1397	-0.626	-0.3759	-0.3404	-0.2853	0.068	-0.4253	-0.4278	-0.1949	-0.5342	-0.3317	-0.3859	-0.1607	-0.8259	-1.023	-0.6927	-0.1878	-0.1694	-0.5761	0.0142	-0.5107	-0.7534	-0.1988	-0.2799	-0.6931	-0.2953	-0.3307	0.7711	-0.1024	-1.80E-08	0.3419	-0.3086	0.2291
3796	KIF2A	1.368	0.7486	0.3646	-0.3138	0.3543	0.2893	-0.2196	0.4011	0.6019	-0.372	0.0744	0.3665	0.2917	0.7426	0.8795	0.6255	0.9965	0.8643	0.4206	0.5792	0.915	0.7624	0.9202	0.5055	0.3404	0.3789	-0.2733	-0.0619	-0.336	0.05	0.6104	-0.1023	-0.2221	-0.1152	-0.1732	-0.1047	0.2988	0.1413	-0.0258	0.0992	-0.0111	-0.2216	-0.522	-0.1575	-0.4407	0.1421	0.3807	-0.235	-0.1497	-0.458	-0.447	-0.1779	0.0361	-0.3601	-0.2179	-0.2393	-0.579	-0.1763	-0.3497	0.0477	0.183	-0.1868	0.01	-1.166	-0.4315	-0.0639	-0.2485	-0.3036	-0.148	-0.7196	-0.4685	1.25E-08	-0.0829	-0.3504	0.1709	-0.5884	0.4833	-0.1287	-0.2268	-0.5059	-0.2787	0.3027
3066	HDAC2	0.07374	-0.05771	0.4298	1.3	-0.1371	0.6368	1.384	1.943	0.6855	1.107	0.3234	-0.2771	0.7865	0.4864	0.8475	1.185	0.8365	0.6541	0.3665	0.6486	0.5865	0.6201	0.8061	0.8423	-0.1318	1.451	0.3059	0.3398	1.215	0.1775	-0.4818	-0.105	-0.3692	-0.2581	0.32	-0.7725	0.2046	-0.2135	0.1351	-0.3811	-0.8994	-0.7345	0.3159	-0.2897	-0.8444	-0.2092	0.01617	-0.5729	-0.4346	-0.1452	-0.6356	-0.2344	-0.284	-0.3664	0.06249	-0.1683	-0.6701	0.3275	-0.7127	4.38E-09	-0.2813	-0.1953	-1.113	-0.6707	-0.5165	-0.4778	-0.006876	-0.638	0.008376	-0.3015	-0.1962	-0.4565	0.1893	-0.1417	0.08044	-0.3758	-0.7436	-0.6279	-0.762	-0.6373	-0.1685	-0.1067
29105	C16orf80	0.3741	0.090133333	0.1078	-0.5914	0.06498	0.2653	0.2056	0.913	1.069	0.1428	0.8731	0.32966	0.1874	0.79615	0.51996	1.092	0.6700285	0.4307	0.7326	1.04	-0.2215	0.4159	0.8503	0.4123	0.183	1.193	0.39709	0.1857	1.123	-0.8093	0.150397	0.2782	0.12456	-0.0802681	-0.7182	0.2388	2.21E-08	0.6115	-0.046759	0.8105	-0.5038	-0.6165	0.2232	-0.08724	0.3034	-0.1177	0.3426	-0.7688	-0.3683	-0.6365	-1.015	-0.1566	-0.436	-0.7841	-0.2937	0.1584	-0.509	0.08399	-0.3333	-0.1639	-0.5308	-0.020800002	-0.7263	-1.463	-0.2217	0.1684	-0.1762	-0.07108	-0.31	-0.5983	-0.4037	-0.7571	0.1304	-0.2373	-0.2567	-1.079	-0.3234	-0.6915	-0.9122	-0.3038	-0.01699	0.1312
6434	SFRS10	0.133	0.2437	0.1299	0.0851	-0.0029	0.2502	-0.2401	0.062	-0.0447	0.25	0.3922	0.1819	0.0856	0.3667	0.0646	0.4909	0.8564	0.4077	0.8138	0.1957	0.2461	0.4745	0.4287	-0.2137	0.1821	0.3822	0.7304	0.0186	0.1223	-0.0292	-0.0954	-0.1117	0.4635	-0.3819	-0.4295	0.2107	-0.4147	-0.1132	-0.064	0.1853	-0.0625	-0.5082	-0.2173	0.1793	-0.3435	0.0642	0.0769	0.0381	0.0874	-0.5136	-0.6318	-0.2584	-0.2345	-0.3622	-0.2645	0.0119	-0.2861	0.0308	-0.0836	0.0804	0.1583	0.1453	-0.2252	-0.7039	-0.1884	0.0942	-0.2394	-0.1898	-0.1362	-0.8949	-0.5469	-0.661	-0.608	-0.0727	-0.0853	-0.5091	-0.3083	-0.0276	-0.2973	-0.4004	0.3603	0.1887
64793	CCDC21	-0.4802	0.8041	-0.2913	0.1934	0.4348	-0.3003	0.1409	0.3295	0.0006953	0.6211	0.5087	0.1788	0.1901	1.005	1.677	0.3363	1.091	1.101	0.7872	0.7232	0.5629	1.274	0.08658	0.9331	1.117	1.074	-0.1039	1.259	0.285	0.07629	-0.5288	0.5004	0.2353	-0.07541	0.2531	-0.016	-0.9789	0.09927	0.008319	-0.4499	0.2248	-0.04179	-1.897	-1.005	-0.1922	0.03141	0.1261	-0.4174	-0.5396	0.4781	-0.5177	-0.5976	0.06573	-0.1244	-0.5081	-0.7258	-0.5727	0.1191	-0.5211	-0.6407	-0.2802	-0.5515	0.3876	-0.2593	-0.4778	-0.1793	3.14E-08	0.2852	-0.1217	-0.4241	-0.2062	-0.3867	0.08183	-0.08126	-0.2723	-0.1384	0.04826	0.304	-0.09455	-0.4118	-0.6643	-0.3701
7159	TP53BP2	-0.1309	-0.7464	0.0945	0.5259	0.3426	0.2478	0.0765	-0.0141	8.15E-09	-0.0378	0.8961	1.813	1.491	1.349	0.7463	1.21	1.066	0.7975	0.9902	0.9354	1.521	1.095	1.575	1.516	0.3808	0.5976	-0.5438	0.6208	1.25	0.0142	-0.4346	0.2917	-0.0239	-0.558	0.3574	0.4298	0.0278	-0.0479	-0.5693	-0.1543	-0.5013	0.1128	-1.776	-0.2103	-0.7465	-1.238	-0.6833	-0.3455	-0.2434	-0.67	-0.7855	-0.7325	-0.3584	0.5322	-0.8101	0.1814	-0.3379	-0.1053	-0.1331	0.1697	0.1272	-0.8049	-0.3705	-0.122	-1.082	0.156	0.1051	-0.097	0.1064	0.7314	0.8911	-1.709	-0.5762	-0.655	-0.6715	-1.321	-1.292	0.5106	-1.016	-1.003	-0.5029	-0.0314
54845	RBM35A	-0.0188	-1.72E-09	0.7628	0.5098	0.3184	0.6085	0.3948	-0.5268	1.535	0.3757	-0.2878	0.5961	0.2591	0.7321	0.3971	0.422	1.073	0.1881	0.0895	0.8309	0.3989	0.9269	0.7316	1.399	1.256	0.8801	0.3765	0.2769	1.652	0.3049	0.9795	-0.067	0.4484	0.6227	-0.1974	0.3019	-0.3611	-0.495	0.3805	-0.7209	0.3181	-0.0498	-0.7955	-1.305	-0.4964	0.0464	-0.463	-0.889	-0.3171	-0.7854	-1.424	-1.105	-0.6949	-1.343	-1.053	-0.8616	-0.4239	-1.822	-0.5376	-0.5996	-0.1144	-0.1441	-0.5994	-1.732	-1.442	-0.1159	0.0279	-1.319	-0.6162	0.3475	0.6125	-0.5483	-1.626	-0.2776	-0.5239	-0.1941	-0.215	-0.3849	-0.4448	-1.613	-4.12	-0.5267
7372	UMPS	0.08019	-0.1658	-0.1524	0.2554	0.3998	0.2392	0.1663	0.5865	0.8022	0.6197	0.6017	-0.268	0.4083	1.219	0.6684	0.3286	1.027	0.3924	0.868	0.3008	0.1288	0.1504	0.1202	1.031	0.5867	0.1823	0.2222	-0.0969	0.5173	0.1187	0.09907	0.235	0.2936	0.252	-0.3343	0.01305	-0.009606	0.1762	0.09601	0.02363	-0.2019	-0.07248	-0.3382	-0.1332	-0.2105	-0.5842	-0.5329	-0.2762	-0.1225	-0.2563	-0.2301	-0.02283	-0.2859	-0.3518	-0.3495	-0.2862	0.02294	-0.07577	0.3057	-0.03654	0.009484	-2.41E-08	-0.1245	-0.9881	-0.564	0.1083	0.9036	-0.5641	-0.09886	-1.035	-0.1278	-0.7529	-0.7311	-0.06858	-0.0007267	0.02895	-0.5699	-0.2631	-0.3992	-1.051	-0.5462	-0.1027
11222	MRPL3	0.2255	-0.6244	-0.4738	0.1159	0.2089	-0.06315	0.1674	0.4712	1.474	0.4715	0.6171	0.7034	0.2266	1.27	0.7119	0.227	0.009285	0.374	0.4446	-0.00253	-0.2944	0.4028	0.4119	0.5107	0.7629	1.065	0.7533	-0.3444	1.537	-0.2286	0.3117	0.06723	-0.3021	0.04079	0.1767	0.4392	0.0801	-0.4286	0.3082	-0.05416	0.3065	-0.2626	0.5997	-0.7224	-0.605	0.02482	-0.355	-0.4732	-0.5803	-0.344	-0.5496	-0.4653	-0.1474	-0.259	-0.02258	-0.1	0.001429	-0.3487	-1.03E-09	-0.5844	-0.1387	-0.3941	-0.2979	-1.265	-0.7576	-0.2924	0.3795	-0.5507	-0.1365	-0.917	0.04495	0.1141	-0.7655	0.1188	-0.3366	-0.3186	-0.4405	-0.3808	-0.3121	-0.5358	-0.9434	-0.1438
5111	PCNA	0.1961	0.0164	0.6987	-0.2764	0.7291	0.8858	0.9957	0.8268	0.2065	0.0632	1.242	0.907	-0.3056	0.2176	3.85E-08	0.8704	1.616	1.12	1.367	0.3604	0.9784	0.4889	0.8168	1.325	0.5109	-0.0857	0.3636	0.7859	1.511	-0.2432	0.5067	0.4526	0.045	-1.151	0.2514	0.142	1.448	-0.4679	-0.2329	-0.7791	0.6425	-0.8701	-0.6419	0.0789	-0.6919	-1.022	-0.4551	-1.172	-0.4189	0.0421	-0.4472	-0.5559	-0.1745	-0.5046	-0.8363	-0.7205	-1.235	-0.6536	-0.3538	-0.6655	-0.307	0.2493	-0.0539	-1.582	-0.9274	-0.0568	-0.0259	-1.355	0.0612	-0.0853	-0.8202	-0.2384	-0.2136	0.6705	0.3416	-1.157	-0.5348	-0.0174	-0.4239	-0.2316	0.2106	-0.1599
126731	C1orf96	-0.05218	1.058	0.1826	0.4406	1.054	0.2323	0.1241	0.2282	0.8285	0.6291	0.8866	1.217	1.1	1.235	0.7339	0.7692	0.01578	1.575	0.8391	0.8849	0.5575	0.7914	1.491	1.035	-0.102	0.08377	-0.06843	-0.2211	0.4605	0.7288	-0.3349	0.5273	0.742	0.0525	-0.2887	0.1395	-0.0338	-0.2842	-0.3468	0.139	-0.705	0.155	-0.4114	-0.579	-1.012	-0.7645	-0.5605	-0.1661	-0.3562	-0.5287	-0.3389	-1.275	-0.4578	0.007185	-0.2592	-0.2689	-0.5727	-0.6952	0.04764	-0.5375	-0.03642	-0.3977	0.03488	-0.4061	-0.1735	-0.1124	0.4577	0.2915	0.4248	0.4271	-0.5729	-0.8388	-0.6187	0.3539	-0.1504	0.177	-1.291	-0.1029	-0.7115	-0.08855	0.08396	-0.01036
3608	ILF2	0.0887	-0.6079	0.028	0.5693	-0.3371	0.2124	0.3615	0.4322	0.2171	1.157	0.8056	0.7734	0.9165	1.092	1.288	0.8824	0.8098	0.9666	1.232	0.995	1.623	0.5046	1.301	1.69	-0.0222	0.8466	0.1852	0.5099	2.079	0.5069	0.0902	0.1163	0.0731	-0.5831	-0.2902	0.0867	-0.0007	-0.3707	-0.1383	-0.2348	-1.479	-0.0996	-0.3397	-0.4645	-0.7677	-0.0304	-0.3253	-0.225	-0.7679	-0.1189	-0.4989	-0.5478	-0.196	0.2661	-0.4976	-0.0303	-0.0913	-0.4897	-0.7111	-0.1074	0.3327	-0.3486	-0.1648	-1.494	-1.038	0.1798	0.2685	-0.5601	0.0125	-0.2264	0.2488	-0.206	-0.0261	-0.4569	-0.231	-0.6763	0.0871	0.4059	-0.5961	-0.8119	-0.3314	0.0054
6632	SNRPD1	-0.1788	-0.2162	5.91E-09	-0.0493	0.3562	0.7602	0.5876	0.2485	-0.1072	0.8257	0.5731	0.9514	0.2558	1.396	0.9412	0.7175	0.69	0.1299	0.8558	0.5163	0.569	1.142	0.5905	1.087	1.238	0.7339	0.9691	0.4926	1.082	0.5816	0.2459	0.2928	0.5501	-0.6186	0.153	0.4476	0.1781	-0.1641	-0.0608	-0.3835	0.384	0.2092	-0.0986	-0.2875	-0.1509	-0.3126	-0.2461	-0.6359	-0.1546	0.2117	-0.6243	-0.2981	-0.2497	-0.2881	-0.1634	-0.2132	-0.2803	-0.3658	-0.3737	-0.28	-0.3942	-0.1697	0.0251	-1.265	-0.4727	0.0032	-0.5667	-0.5858	-0.0934	-0.7461	-0.8371	-0.189	-0.2962	0.3623	0.0188	-0.4746	-0.2493	-0.2064	-0.0512	-0.5738	0.1444	0.006
11169	WDHD1	0.3047	-0.0327	0.5928	-0.2197	0.571	0.2796	0.3646	0.5727	1.127	0.2759	0.9552	0.496	0.1312	1.041	0.8204	0.1798	0.9793	0.427	1.3	0.7514	0.999	0.9421	0.5471	0.9323	1.011	0.3452	0.5814	1.008	0.3654	0.3282	0.1255	0.5547	0.063	-0.4184	-0.2892	1.24E-08	-0.11	0.1704	-0.5562	-0.7148	-0.6665	-0.944	-0.2486	0.2586	-1.265	-1.365	-0.5315	-0.648	-0.5619	-0.5246	-1.129	-0.4219	-0.1158	-0.2604	-0.6551	-0.5806	-0.3381	-0.0819	-0.6984	-0.2057	-0.1112	-0.1652	-0.5308	0.0952	-0.562	-0.2813	-0.5322	0.7689	0.1003	-0.4101	-0.32	-0.6748	0.401	0.2937	-0.0363	-0.5019	-0.9416	-0.1331	-0.1307	-0.1186	0.2587	-0.139
84955	NUDCD1	0.6678	-0.4595	-7.32E-10	0.5696	0.4027	1.266	1.478	1.639	0.5111	0.9008	0.6249	0.06265	0.8438	0.6567	1.02	0.9093	0.252	1.546	0.3445	1.36	1.076	1.307	1.053	2.131	1.956	0.2063	0.6821	0.6359	1.125	-0.2365	1.1	-0.603	0.295	0.2546	-0.6013	-0.139	-0.01966	-0.3141	0.4195	-0.1646	0.03186	-0.7397	-0.2839	-0.4909	-0.09057	0.2211	-0.8758	-0.5756	-0.6485	-1.515	-0.7814	-0.8214	-0.6779	-0.721	-0.8402	0.04398	0.006115	-0.8361	-0.6714	-0.534	0.1531	-0.2314	-0.6831	-0.9501	-0.9212	-0.8494	-0.1424	-0.4427	-0.001778	-0.7347	-0.07708	-0.1588	-0.8787	-0.1074	-0.1609	-0.7127	-0.07963	-0.6282	-0.2936	-0.5844	-0.8115	-0.2342
8833	GMPS	0.0238	-0.5298	0.2032	0.8467	0.0229	0.3041	0.5446	-0.1409	0.3268	0.1831	1.277	1.667	1.605	0.4602	0.6408	1.035	0.8084	0.6738	0.8576	0.8742	1.108	1.243	0.9527	0.4682	1.631	0.1405	1.038	-0.05	0.0515	0.4528	0.5223	-0.2638	-0.2641	-0.1474	-0.0775	0.0621	-0.2464	-0.4821	-0.5419	-0.3816	-1.28E-08	-0.0015	-0.7717	-0.753	-0.6405	-0.845	-0.8425	-0.2934	-0.917	-0.8864	-0.8497	-0.9554	-0.582	-0.7604	-0.5829	-0.37	-0.4989	-0.4451	-0.015	-0.6175	-0.348	-0.568	-0.3386	-0.7765	-0.5612	-0.2954	0.4372	-0.887	-0.2805	-0.2915	0.0766	-0.6192	-0.4518	-0.5144	-0.3215	-0.0617	-0.3564	-0.1681	0.0559	-0.0993	-0.526	0.1398
5984	RFC4	0.1669	-0.4866	0.0415	0.4096	0.1816	0.3929	0.2377	0.4425	0.3248	1.02	1.229	1.083	0.8242	1.098	0.6214	1.286	0.9198	0.9318	0.9183	0.7257	1.451	1.517	0.4564	0.7888	0.6954	0.859	1.612	0.2227	0.5222	0.283	-0.1514	-0.0431	0.265	-0.361	-0.0532	0.1769	0.0156	-0.6462	-0.6932	-0.3298	-0.351	-0.4721	-0.0166	-1.084	-1.13	-1.293	-0.951	-0.7348	-0.6036	0.0285	-1.122	-0.9419	-0.3613	-0.3233	-0.5928	-0.7558	-0.8775	-0.268	0.1105	-0.6518	-0.5104	-0.1038	-0.5274	-0.3697	-0.2084	-0.5523	0.4355	-0.3538	0.1292	-0.5564	-0.5052	-0.0858	-0.7274	3.57E-08	-0.3791	-0.4625	-0.7052	-0.1693	0.1955	-0.0221	0.0793	-0.1838
29028	ATAD2	1.58	0.9343	-0.0104	-0.3956	0.654	1.089	1.653	-0.1309	0.5265	-0.5709	0.8534	1.227	0.396	1.225	0.7438	0.4855	1.492	1.409	1.625	2.318	1.609	2.164	0.7821	1.986	1.769	0.3306	1.1	2.184	1.328	0.8354	1.127	-0.6063	0.4202	0.1106	-0.3123	-0.2522	0.0723	-1.045	-0.1325	-0.3367	-1.636	-0.2244	-1.429	-1.066	0.0009999	-1.265	-1.109	-1.222	-0.1544	-0.7846	-1.669	-0.8661	-0.5678	-1.26	-1.178	-1.025	-0.2619	-1.652	-0.9238	-1.273	-0.6294	-0.6387	0.8157	-1.16	-0.9472	-0.6992	-0.4149	-0.2268	0.0249	-1.704	-0.4558	-0.8285	-0.4067	-0.1476	0.7152	-0.4592	-0.1963	-0.3358	0.5019	-0.4971	-0.4539	0.1858
157313	CDCA2	0.418	0.3717	0.09627	0.2153	-0.3788	0.1426	0.4151	0.2493	0.8945	0.8141	2.283	0.7331	1.134	2.096	1.11	0.9211	1.21	1.693	2.226	2.552	1.624	1.863	1.713	2.812	0.5894	0.1313	1.213	-0.8352	0.9667	0.8699	0.4142	-1.227	-0.206	-0.491	-0.4515	-0.8272	0.02769	-0.1169	0.5041	-0.5107	-0.7769	-0.1291	0.2296	-0.6229	-1.211	-0.26	-1.044	-1.069	-0.7831	-1.601	-1.423	-0.9611	-2.076	-2.126	-1.831	-1.555	-2.418	-2.162	-1.971	-1.338	-0.7047	-0.558	0.0274	-1.477	0.1085	-0.8776	0.3537	-1.003	-0.9939	-1.771	-0.7005	-1.052	0.1913	-0.2345	-0.5931	-0.01648	1.254	0.004818	-1.179	-0.3094	-0.308	-0.4464
9493	KIF23	0.245	0.0194	0.7047	0.0531	0.0075	0.3034	0.3468	0.4741	-0.2875	0.3426	0.5614	0.2958	1.412	0.8777	0.4352	0.4807	0.9379	0.6084	1.354	2.515	0.5016	1.611	0.7176	1.767	0.8171	0.0376	0.7531	0.9984	1.639	1.303	0.5073	-0.7139	0.2493	0.1199	-0.6786	-0.6471	-0.0063	-0.5551	-0.735	-0.3524	-0.2731	-0.6942	-1.289	-0.1911	-0.1164	0.2609	-1.34	-1.255	-1.034	-1.645	-2.063	-0.8453	-1.105	-1.37	-1.523	-1.494	-1.994	-0.5557	-1.929	-1.565	-1.072	-0.8573	-0.1289	-4.108	-0.1284	-0.8149	-1.156	5.89E-08	-0.4183	-2.406	-0.919	-0.1606	-2.047	-0.6087	-0.3116	-0.7572	0.0971	-0.2041	-0.67	0.005	-2.199	-0.8302
3838	KPNA2	0.834	2.271	0.6698	0.3017	0.9421	0.7935	0.3909	0.6511	1.018	1.63	0.5819	1.042	0.7246	0.579	1.518	0.9461	0.783	1.536	2.212	1.522	1.267	0.9891	1.805	1.018	0.6902	0.5558	0.9053	1.214	0.761	0.2659	0.5015	-0.104	-0.0036	-0.241	-0.2043	-0.6855	-0.7245	8.97E-09	-0.0577	-0.7247	-0.784	-0.5766	-1.161	-0.2987	-0.5095	-0.5876	-0.4223	-0.8735	-0.8283	-0.5639	-1.267	-0.9592	-0.9463	-0.7762	-0.8482	-0.3749	-0.894	-0.6197	-1.511	-0.612	-0.2939	-0.8322	-0.8609	-1.234	-0.718	-0.3309	-0.9011	0.1115	0.3742	-0.2139	-1.024	-0.2409	-0.356	-0.6734	0.0343	-0.4765	1.877	-0.0567	-0.3488	0.1159	-0.1869	-0.27
891	CCNB1	0.2502	-0.1352	0.3878	-0.1539	0.7784	0.5717	0.5927	1.198	1.114	0.828	1.049	0.7502	1.197	1.24	0.7727	0.3673	0.5368	1.207	1.252	1.028	0.01034	0.2239	0.8294	1.085	1.016	0.7542	0.8551	0.9346	1.019	0.2167	0.9831	0.08376	0.1183	-0.445	-0.4558	0.2188	-0.8969	-2.73E-08	-0.3065	-0.2715	-0.06289	-0.326	-0.6727	-0.2391	-1.137	-0.716	-0.8266	-1.712	-0.7896	-0.5126	-0.9151	-0.4061	-1.09	-1.394	-1.125	-0.7767	-1.025	-1.102	-0.7476	-1.049	-0.7454	-1.122	-0.7781	-0.9362	-1.494	-0.7758	-0.5262	-0.1357	0.02795	-0.5287	-0.3957	-0.5139	-0.05278	-0.3626	0.4061	-0.6261	-0.306	-0.1879	-1.217	-0.8836	0.6109	-0.3097
387103	C6orf173	0.442010004	0.03204	0.4309	1.827	0.7423	0.3953	0.726	1.843	2.043	2.471	1.228	1.187	1.022	2.068	0.9626	1.796	1.462	1.577	2.707	1.397	0.5842	1.737	3.174	2.455	1.851	2.149	1.32	0.1813	1.788	0.5645	0.3884	0.2016	-1.522	-0.5907	-0.8458	-1.234	0.09775	-0.4275	-1.613	-0.787	-1.282	-1.517	-2.578	-0.3431	-2.242	-1.342	-1.296	-0.9266	-0.8268	-1.118	-1.913	-0.7492	-1.326	-1.795	-1.368	-0.1293	-1.248	-0.9762	-0.9567	-0.8354	-1.293	-0.4435	-0.9785	-1.445	-0.3563	-0.4664	-0.572	-0.9117	0.07558	-0.6941	0.004986	-0.1257	-0.1461	0.3014	0.2381	-0.1241	-0.598	-0.4678	-0.6026	-0.2327	0.2707	-0.6107
3925	STMN1	-0.0473	0.473	0.1233	0.9933	1.306	0.7115	0.9231	1.37	1.44	1.895	1.385	0.6612	1.213	1.633	0.6845	1.482	1.846	2.391	1.621	2.6	1.861	2.318	1.514	2.045	0.9324	2.498	1.06	1.057	2.116	0.1686	-0.3487	0.1072	-0.2586	-0.3332	-0.3128	-0.2722	-0.2203	-0.5023	-0.2109	-0.5497	-0.8331	-1.555	-1.603	-0.1938	-0.755	-0.1112	-0.1394	-1.394	-0.6689	-0.9711	-1.189	-0.7625	-0.5856	-0.4431	-0.7549	-0.3265	-0.9984	-0.7193	-0.8211	-0.3269	-0.7235	-0.5839	-0.2086	-1.084	-0.8534	-0.2304	-0.1921	0.5171	-0.2234	-0.5801	-0.5562	-0.2675	-0.0456	-0.1184	0.3172	-0.6122	-0.5605	0.2501	-0.3084	-0.513	2.84E-08	-0.33
6790	AURKA	0.4987	-0.0696	0.7653	0.5129	1.158	0.3413	1.936	0.661	1.851	1.458	0.8218	0.4488	0.9299	0.9731	0.5998	0.6099	0.8142	1.862	1.459	1.051	0.7674	0.9959	0.6313	1.443	1.969	0.2287	0.8905	1.582	1.051	0.4196	0.4922	-0.2825	-0.2502	-0.439	-0.7362	-1.074	-0.8284	-0.3429	-0.9987	-1.308	-0.74	-0.9258	-2.228	-0.3489	-1.434	-1.552	-1.612	-1.196	-1.183	-1.341	-1.306	-1.39	-1.426	-0.6632	-1.345	-1.489	-1.149	-1.467	-1.316	-1.322	-1.483	-1.553	-1.041	-0.6934	-1.23	-1.065	-0.3655	-0.0445	-0.2271	-0.5844	-0.5255	-0.8837	0.1541	0.1557	-0.4879	-0.1571	0.4143	-0.3485	0.099	0.8039	0.3205	-0.515
